timestamp,id,result
61,,2.384068467807536
62,,1.9892805344026385
63,,1.542229386673703
64,,1.3829942400274562
65,,1.3006905088840988
66,,1.423512686727266
67,,1.3849539582632104
68,,1.3687292859407525
69,,1.3151964994087002
70,,1.6123424336772516
71,,1.745330564671203
72,,nan
73,,1.636469501539596
74,,1.833668656540245
75,,2.028481539025143
76,,nan
77,,35.14097885250397
78,,19.000701462525942
79,,13.217857934031189
80,,9.791846913148174
81,,7.5369352569493815
82,,6.006890028572354
83,,5.461678581073675
84,,nan
85,,nan
86,,5.314514126248129
87,,5.3971548500998665
88,,5.527440714374623
89,,6.238791071689893
90,,22.814024456017343
91,,18.061812487917273
92,,15.368030113968826
93,,13.659864022898853
94,,nan
95,,nan
96,,23.448305161234842
97,,23.825774912088917
98,,23.28261790814354
99,,23.363266150680886
100,,26.859098418589692
101,,28.329042085729924
102,,28.182227768460784
103,,26.979125783061438
104,,29.82043808872485
105,,30.161706785800924
106,,31.35461859376421
107,,31.57807944163283
108,,32.63202279279638
109,,32.817380013653334
110,,32.37127072226115
111,,32.77417009277544
112,,32.973250850884085
113,,33.55777039233349
114,,32.72242766551715
115,,33.763565767293066
116,,33.36021719039538
117,,32.90311802083027
118,,32.38195751036919
119,,32.541725142151314
120,,32.360156168742215
121,,32.30549343780481
122,,6.307216954112152
123,,nan
124,,nan
125,,7.672990109335538
126,,10.363517786410556
127,,7.907696340447436
128,,6.637484445921402
129,,7.054111266579066
130,,6.558483679105269
131,,5.454787361063111
132,,4.064403574420977
133,,3.42091117428458
134,,3.2761550113920688
135,,3.062639258415828
136,,1.8689021917190165
137,,1.8901869012106365
138,,2.0562874820786643
139,,nan
140,,nan
141,,9.703785108501314
142,,9.957016129563888
143,,9.096760195997394
144,,13.263871808203277
145,,13.602675519423652
146,,2.071770646724959
147,,1.7924842287633116
148,,1.829609950238133
149,,2.058104587038879
150,,2.1478247224033336
151,,13.351932846260384
152,,17.909046054077265
153,,1.9641958471830514
154,,2.3470281368214767
155,,2.330614606167404
156,,2.506780684902114
157,,2.5673890345967965
158,,2.5417464118329214
159,,1.61245154965971
160,,1.6503834197236606
161,,2.26385052430819
162,,1.8228215069058984
163,,1.8920740259454354
164,,1.8354309532203035
165,,nan
166,,nan
167,,9.391763342172855
168,,7.059677419388002
169,,5.837901999051827
170,,2.4925533083395757
171,,2.458809178059446
172,,1.815251742565997
173,,1.8185036253016706
174,,1.8018878988438765
175,,1.8116840657718092
176,,1.814736683590551
177,,1.7652352635775939
178,,nan
179,,nan
180,,nan
181,,3.757988912241343
182,,2.0426487199475707
183,,2.8230479384071976
184,,3.039226636986545
185,,3.4430346768479376
186,,3.931072775451071
187,,nan
188,,nan
189,,6.083159363761995
190,,5.729025426732541
191,,6.451672773182841
192,,6.651716897948262
193,,6.0782617559590255
194,,6.541292070456216
195,,6.836826362646281
196,,7.157186428416129
197,,7.619732911102335
198,,8.156058054195524
199,,8.05546716695141
200,,8.081227362057469
201,,7.9786523323760505
202,,7.9873335921655375
203,,8.289317597528653
204,,8.560322422459171
205,,9.012567614735683
206,,9.253574240761377
207,,9.52491539638055
208,,9.772476603132308
209,,9.97733261353827
210,,10.225308079901058
211,,10.5460678656828
212,,0.3684358017769145
213,,0.41300956667772426
214,,0.34152739238447494
215,,0.291596504652506
216,,0.2619197368602253
217,,0.2605473564329719
218,,0.2793298145954472
219,,0.45896888923888957
220,,0.5323629302679755
221,,0.7708132245633625
222,,0.8677760025815372
223,,0.9163036644856191
224,,0.7352111116566804
225,,0.878900736452713
226,,0.7332372669414815
227,,0.6266809533177915
228,,0.40520658298757456
229,,0.2304719231076521
230,,0.22237594623440415
231,,0.24768336282140635
232,,0.38618048861486437
233,,0.5107571443442792
234,,0.6829448785053445
235,,0.6871215296870757
236,,0.7464383427587259
237,,0.8456233609754316
238,,0.9528580385277928
239,,1.3824850995187092
240,,1.6045053513111571
241,,1.848404451291834
242,,1.1463896696468474
243,,1.1655478469762464
244,,1.287458945006515
245,,2.1392519921560957
246,,2.8691345262286525
247,,3.177524307542524
248,,3.357061594264808
249,,3.602871666811719
250,,3.9530747147073138
251,,4.050837319461026
252,,0
253,,0
254,,0
255,,2.3142534931958583
256,,0
257,,0
258,,0
259,,0
260,,0
261,,0
262,,0
263,,0
264,,0
265,,0
266,,0
267,,0
268,,0
269,,0
270,,0
271,,0
272,,0
273,,0
274,,0
275,,0
276,,0
277,,nan
278,,0
279,,0
280,,0
281,,0
282,,0
283,,0
284,,0
285,,0
286,,0
287,,nan
288,,nan
289,,5.841619252963779
290,,3.4757663751819257
291,,3.86851709182133
292,,4.317276709762761
293,,2.4738633753705965
294,,2.266911751455907
295,,2.2177392423228603
296,,2.019436802675439
297,,1.9404721329525534
298,,nan
299,,nan
300,,3.6527346441664568
301,,4.349073572841418
302,,5.720090941206861
303,,5.840873609308189
304,,5.842867967465912
305,,5.706209894277511
306,,5.181401557218217
307,,4.7782312776466425
308,,4.445639283152798
309,,5.5434951445514
310,,6.044643718048052
311,,6.118168068097383
312,,6.026572525093972
313,,6.18003612934223
314,,1.3728129459672882
315,,1.424843263827507
316,,1.4092442612106326
317,,1.355834706988793
318,,1.3152946437965907
319,,1.2728657843192812
320,,1.2639842760097928
321,,1.28564869306645
322,,1.5723607534851365
323,,1.6408061731841406
324,,1.63039228786991
325,,1.613040357986678
326,,1.6007269816574263
327,,1.6064056520694445
328,,1.5947178433817062
329,,1.5928528650981166
330,,1.6063931231840953
331,,1.5917920891765212
332,,1.5957717892310872
333,,1.6343534229508352
334,,1.6717942547591633
335,,1.6777509790396872
336,,1.6588357697828653
337,,1.6449789821540113
338,,1.6243152403397563
339,,1.5959628035391868
340,,1.5997411033142632
341,,1.5851302626119415
342,,1.6106853417825582
343,,1.5872425280892668
344,,1.5796255368709047
345,,1.5864344903337966
346,,1.5051437766363736
347,,1.4172581591422124
348,,nan
349,,nan
350,,2.29252860786147
351,,1.2728295741580518
352,,1.2681500378229855
353,,3.27838384650496
354,,3.4833003475968125
355,,3.4521118861353237
356,,3.534094574882185
357,,3.5560881022171396
358,,3.4258410496125373
359,,3.3087508569674107
360,,3.291523755189494
361,,3.2846570721193302
362,,3.3315624078449657
363,,3.339480793756931
364,,3.2831951807157598
365,,3.319228087802653
366,,1.293218385696495
367,,1.2758620689655173
368,,1.276327967125638
369,,3.422719432600183
370,,4.896979429662492
371,,1.2242593431777056
372,,1.2080044176278177
373,,1.1556869672323375
374,,1.1218826541377545
375,,1.1212200336475246
376,,1.0867541040909947
377,,1.0874377262911366
378,,nan
379,,nan
380,,3.063833762614121
381,,1.7413793103448276
382,,1.651595413688769
383,,1.23495822830297
384,,1.0888616667388682
385,,0.6228410989030497
386,,0.6073763777175357
387,,0.5613386412448175
388,,0.5274847772682192
389,,0.48090778210280527
390,,0.46005738152159775
391,,0.4258306563871886
392,,0.4021346134376069
393,,0.3931639396893579
394,,0
395,,0
396,,0
397,,0.323718069359361
398,,nan
399,,nan
400,,36.56374550895431
401,,28.75400423001132
402,,26.38531738225425
403,,22.105241323289437
404,,0.185418891403374
405,,0.16762808104168886
406,,0.16464336614795302
407,,nan
408,,nan
409,,3.352101414875844
410,,2.2469717042122044
411,,1.236817564682567
412,,0.17248787237282068
413,,0.14658650451451907
414,,0.25258989071726917
415,,1.6429086371494068
416,,1.5649487825956292
417,,1.5100902335343491
418,,1.2011586318119563
419,,0.6381100048841286
420,,0.523036872945461
421,,0.5197598683860072
422,,0.8422808798627851
423,,1.067544612369368
424,,0.46354722850843494
425,,0.499255644281672
426,,0.5206480386645946
427,,0.5206480386645946
428,,0.5206480386645946
429,,nan
430,,nan
431,,45.121647896548666
432,,41.012304998386426
433,,nan
434,,nan
435,,39.34808517741668
436,,40.2766641023499
437,,38.65352965589818
438,,37.74665529255955
439,,36.44489969066963
440,,34.7942729056952
441,,33.36723125422251
442,,34.93444012062136
443,,34.26089510887437
444,,35.21543646298442
445,,35.37375715850812
446,,nan
447,,nan
448,,31.891557595730916
449,,29.573469483513318
450,,27.39105791904644
451,,25.572912017157165
452,,23.44044327949652
453,,22.843046031199258
454,,22.25661742947867
455,,21.390346350685746
456,,20.447900758222474
457,,19.76698842257259
458,,19.04715106184912
459,,18.401423242110642
460,,17.907572851705343
461,,17.345989058520356
462,,17.087997127876193
463,,16.943051201671892
464,,16.722736520465023
465,,16.23306586034807
466,,15.778104333149527
467,,nan
468,,nan
469,,19.35707405007794
470,,17.944398076036325
471,,16.893930563765103
472,,15.814088812885233
473,,15.055220017436554
474,,12.436211169871104
475,,12.174249286055069
476,,12.035588374634182
477,,12.00145230384803
478,,11.802060348609569
479,,11.673487227045024
480,,11.272408793155082
481,,10.768973046166025
482,,10.305862351912529
483,,9.85904575488253
484,,9.451123273904852
485,,nan
486,,nan
487,,9.79453228385231
488,,9.703276816716492
489,,9.049342481695867
490,,8.05536965486683
491,,nan
492,,nan
493,,6.706453780094251
494,,5.035456920394241
495,,4.707022860500539
496,,4.950874673044163
497,,4.818819255559078
498,,4.535599015186387
499,,4.1566447022387045
500,,3.943505966225288
501,,nan
502,,nan
503,,6.741251196229799
504,,4.844693128681104
505,,4.6954975865837
506,,5.776753749194182
507,,5.786419444136774
508,,5.147935857314053
509,,5.115594692757179
510,,4.733588798693777
511,,4.566472866337868
512,,4.43382501728103
513,,2.879890130541936
514,,3.0874809192062393
515,,3.4917203465059643
516,,3.7948695963695616
517,,3.949196009034988
518,,3.8517823089477696
519,,3.738821570414666
520,,3.618630739729518
521,,3.53111698448877
522,,3.2715034524629214
523,,3.4624707831114065
524,,3.5975037586773944
525,,nan
526,,nan
527,,4.879348658814627
528,,6.307991215786801
529,,6.174596231062978
530,,nan
531,,nan
532,,13.762349205307142
533,,12.394818295415451
534,,5.653998191941422
535,,nan
536,,nan
537,,11.540575695168979
538,,21.840171921723673
539,,22.35510929435208
540,,21.55137620610186
541,,16.734267427160752
542,,14.08488199982072
543,,5.247104405034886
544,,5.448112175629297
545,,5.556139816020869
546,,5.5732075228495415
547,,5.699808078209173
548,,14.96842039031419
549,,20.987404520889765
550,,21.135219076892888
551,,21.288602886985302
552,,21.53968445559316
553,,21.49024315119488
554,,21.599559019936407
555,,21.484041124023985
556,,21.383009086201497
557,,21.239803172614216
558,,20.931562558255123
559,,20.46399414658402
560,,20.02936343059498
561,,19.541151115741982
562,,19.106036761407267
563,,18.6299519094949
564,,18.66571842511156
565,,18.399234420628183
566,,18.063887978115723
567,,17.684295932945666
568,,11.32496723229255
569,,10.986426218984835
570,,nan
571,,nan
572,,16.4447812990542
573,,16.879586214324085
574,,23.444579873296114
575,,22.73187085626318
576,,20.248111456401972
577,,20.92410948308419
578,,nan
579,,nan
580,,26.46793642885347
581,,24.520967950733333
582,,24.34297512308147
583,,23.598221479501902
584,,22.778449152497355
