timestamp,id,result
61,,0.572149781002166
62,,1.2850055111979226
63,,1.6490250658923897
64,,1.4881453012912322
65,,1.156990020969258
66,,1.022445191586316
67,,0.8698506884993013
68,,1.5078209762037664
69,,1.5785908442348138
70,,1.600724004682579
71,,2.620916505608257
72,,1.327838086271497
73,,1.3384575039548265
74,,4.556354993531765
75,,3.867624838590623
76,,4.536239165438873
77,,3.737855449360733
78,,1.9867177851151017
79,,1.518994395380383
80,,1.5196653217269926
81,,1.467862763772521
82,,1.3778772410711644
83,,1.6404212826751305
84,,1.5877278676776472
85,,1.5500086698791353
86,,1.4608659366839392
87,,1.44903329814154
88,,1.3437873389229484
89,,1.1095936660495755
90,,0.9911840563178455
91,,0.9457701712736256
92,,1.0094183149539122
93,,1.081666637797941
94,,1.049868583490449
95,,0.9479596744023207
96,,1.00857147003085
97,,1.0989085612378118
98,,0.7026598418428598
99,,0.7131002439138985
100,,0.9856756195693396
101,,0.9841868289406603
102,,1.0438303481133113
103,,1.0963675456942172
104,,1.124927232821256
105,,1.086521950735006
106,,0.9846375058723906
107,,0.9338834638163044
108,,1.085888797141098
109,,1.0248273524643767
110,,1.027650003937755
111,,1.421009151073845
112,,1.5160568865146566
113,,1.5869029654424485
114,,1.6568035015110232
115,,1.8097331297242842
116,,1.868567501410707
117,,1.8783854582365154
118,,1.8801289724634216
119,,1.8351801205806
120,,1.8257962386399305
121,,1.1937544310273123
122,,1.7710189942837133
123,,1.8294699519448567
124,,0.18509405649641283
125,,0.18649403148951668
126,,3.194868280793634
127,,3.9294844423336404
128,,3.5927214391879945
129,,0.20106730671880346
130,,0.23952489636982421
131,,0.1346594771708044
132,,0.060957481136771345
133,,0.09324701574475834
134,,0.8243608372963359
135,,0.6413898229901442
136,,1.039687581681084
137,,0.9954808689042451
138,,0.8869686519848257
139,,0.8329025855674316
140,,0.7168326399072492
141,,0.5046715577376895
142,,0.5048728721959607
143,,1.1204616911794878
144,,0.7782703155684979
145,,0.4419026397499682
146,,0.2733397601932563
147,,0.33758349148726424
148,,0.3285134596939621
149,,0.3193437155894922
150,,0.3323661982022939
151,,0.2970662559726089
152,,0.2659352563794984
153,,0.2804562765175103
154,,0.2916821746784942
155,,0.25416273662981537
156,,0.24478839573998815
157,,0.2639302201465661
158,,0.2618304268296432
159,,0.25738855003102795
160,,0.16170266445883405
161,,0.1591674327231873
162,,0.47092158787765226
163,,0.2942724295611543
164,,0.1760939245006046
165,,0.16798281714127605
166,,0.14987326022468828
167,,0.0710880280278907
168,,0.0710880280278907
169,,0.15517241379310345
170,,0.22047470010862494
171,,0.19792807105429513
172,,0.20198258822205045
173,,0.17996760903657877
174,,0.15749429047558872
175,,0.1435419728978726
176,,0.13348790633404647
177,,0.1034636585056599
178,,0.10389885260694323
179,,0.11434233336283103
180,,0.12690892080493368
181,,0.08891573300494719
182,,0.0747005732296424
183,,0.09454351771963423
184,,0.13274783645419364
185,,0.14966607893956177
186,,0.22955829531755606
187,,0.19799424816470457
188,,0.20810044054211005
189,,1.5932615085822543
190,,1.481269815998829
191,,1.574882839694463
192,,0.3081149846187573
193,,0.3048893529461177
194,,0.2669454960144657
195,,0.24364207761506962
196,,0.2646414499349398
197,,0.2724592460310905
198,,0.2626541758337768
199,,0.25291320835565156
200,,0.2577667834906042
201,,0.263734363796164
202,,0.2638777296853906
203,,0.2727219361903683
204,,0.26064467433459326
205,,0.2556928080255166
206,,0.24890633082980101
207,,0.24806232200347664
208,,0.4324115932408432
209,,0.5091318296632208
210,,0.5243760801981224
211,,0.6407208336573119
212,,0.6565321642986128
213,,0.6950222196809095
214,,0.7445800993685926
215,,0.8241667863942842
216,,0.8670545490124247
217,,0.9596496586259136
218,,1.0141683565415684
219,,1.075204263977163
220,,1.108420907616926
221,,1.2511587970018438
222,,1.3390681268239724
223,,1.406626072715251
224,,1.4404550740831326
225,,1.4372527963012018
226,,1.4372527963012018
227,,1.525155690771908
228,,1.5791635227641923
229,,1.6501360157248826
230,,1.6534653553466876
231,,1.6534653553466876
232,,1.6438188188349003
233,,0.8135026512647296
234,,0.8135026512647296
235,,1.601593291118122
236,,1.601593291118122
237,,1.6350246446414862
238,,1.6569674174805467
239,,1.6270053025294593
240,,1.5727502664801671
241,,1.5391250969980559
242,,1.5055387238424982
243,,1.5559329893349623
244,,1.4512490007944112
245,,1.400908487294612
246,,1.359556827842505
247,,1.3559443269677076
248,,1.457381066138218
249,,1.525155690771908
250,,1.624170876011129
251,,1.723879290945366
252,,1.8263658905681188
253,,1.8978052283885536
254,,1.9918084326416658
255,,2.048751831381096
256,,2.050854640446896
257,,2.1192874534486412
258,,1.0949294006418915
259,,1.1986479204081122
260,,0.8326790931620613
261,,1.049650504076932
262,,3.7728528944433806
263,,4.417778712080161
264,,4.2562280159323675
265,,4.053136043209052
266,,3.5101751077540637
267,,3.669271967717842
268,,2.674055886197582
269,,2.577754875414854
270,,2.728226400050054
271,,2.346244932021038
272,,2.2182448114629287
273,,1.9861703951468204
274,,1.7494825801047102
275,,1.628968253968254
276,,1.5176134292224608
277,,1.514995750286315
278,,1.4062932031633533
279,,1.3271263260699497
280,,1.2537249562335833
281,,1.2302932805424414
282,,1.1518714402520793
283,,1.1151416894758226
284,,1.053345202141217
285,,1.0322553747221805
286,,1.0062284552637892
287,,1.4125215472767974
