timestamp,result
61,0.4324115932408432
62,0.4010242534349313
63,0.3207081937541082
64,0.2591947651443605
65,0.41522739926869984
66,0.5274847772682192
67,0.6325495285463497
68,0.6982226459074685
69,0.726801341667517
70,0.7043689039936378
71,0.6950222196809095
72,0.6339578038224218
73,0.5864603914377567
74,0.5476682818713308
75,0.4590871364032533
76,0.42687649665999816
77,0.5795771142748831
78,0.7020438990173219
79,0.7427813527082074
80,0.7689345903785435
81,0.7697073891568867
82,0.606396737760999
83,0.5565521514334129
84,0.5519934687442111
85,0.5616033612035286
86,0.6110360395403224
87,0.682070360167327
88,0.8072206834979051
89,0.823445099052383
90,0.8125428736515986
91,0.8363401955610278
92,0.892897060429245
93,0.9217287175602525
94,0.9196300243513509
95,1.091121884985982
96,1.003708936401923
97,0.9661328086980622
98,0.965671169995893
99,0.9046385946444763
100,0.9217287175602525
101,0.8972146090522544
102,1.0185555508787536
103,1.001336799705628
104,1.0
105,1.0344827586206897
106,0.965671169995893
107,1.0005943536928903
108,1.0691045515812063
109,1.103582965917604
110,1.0691045515812063
111,1.000148621536081
112,0.9661328086980622
113,0.9335852669435092
114,0.4417630336316882
115,0.4010242534349313
116,1.3730876725583172
117,1.3665567521632638
118,1.317481943908471
119,1.0625293052372555
120,1.0350373012464764
121,0.9182701199685096
122,1.099689372829908
123,1.075136134555876
124,1.0374283627609757
125,1.4069626860748206
126,1.6623480758789937
127,1.8153346201790255
128,1.8234750905298898
129,2.1538796022046394
130,2.2034059745037204
131,2.3583164120802604
132,2.4226033175574755
133,2.42492949942424
134,2.4320768932508448
135,2.5554960140612386
136,2.6194239006980107
137,2.660849529093925
138,2.5964364602663763
139,2.5547402420734695
140,2.418787744249632
141,2.383158995243258
142,2.3166402014148257
143,2.213850395103114
144,2.1750282900933846
145,2.068849990971497
146,1.324884813211077
147,1.2949926186077827
148,10.236442217833186
149,11.470475561214869
150,11.616723819979184
151,11.102913782757247
152,11.088847946060667
153,10.437178271263761
154,10.424281448475424
155,14.338541102617883
156,13.682388018420838
157,13.217740015371836
158,12.842163317490215
159,11.998064440011262
160,11.766363237756831
161,11.29527023610349
162,10.813063967902087
163,10.398447025017786
164,10.635252019521237
165,10.450114716896492
166,10.267285343717223
167,10.093273617970969
168,9.69365841425655
169,9.380219169695106
170,9.154421965619274
171,8.93613432459186
172,8.73876293662725
173,8.562357628199493
174,8.405479457555563
175,8.294740760717211
176,8.158608713987418
177,8.064316571885435
178,7.99625607712618
179,8.02160026687016
180,7.969620575820139
181,7.875443077009651
182,7.885849128879605
183,7.811281896779494
184,7.7893909150533185
185,7.748137932453571
186,7.6473056123432634
187,7.704934030140127
188,7.72154468715076
189,7.512941984249503
190,7.48846790588661
191,7.4834753906299545
192,7.5007710236401595
193,7.455579685651982
194,7.43377767688522
195,7.3523854049966655
196,7.353778650511666
197,7.279102352501072
198,7.226213120602116
199,7.181082688300545
200,7.123740745226499
201,5.413051783200489
202,5.932838538779687
203,6.332681402497761
204,6.505942586723005
205,6.6873440728818645
206,6.887062437141083
207,7.025962554813462
208,7.2896992136470145
209,7.4541204718942184
210,7.55725273929073
211,7.62221080153079
212,7.381445066671897
213,7.945713552133407
214,8.24788734524961
215,8.21153158014968
216,8.66136953578555
217,8.906987330494447
218,9.789536139976686
219,10.208541922367623
220,10.603392206187612
221,11.16637235548997
222,11.424739515994377
223,11.708978536110498
224,11.828453270721647
225,12.083402695005045
226,12.479912516081066
227,12.863871557146526
228,13.32215395381259
229,13.764247833806246
230,7.008488143972941
231,7.2821155100713275
232,12.426009494375265
233,10.926097673027606
234,9.644069567707835
235,9.281136363394245
236,9.33683494023409
237,9.160749123225955
238,8.992878770792908
239,9.809878459636929
240,10.972656310162298
241,11.672378271036397
242,11.968587830370765
243,12.750151089531204
244,13.230116417101993
245,11.931992665920973
246,13.27487183449325
247,14.11462561494282
248,14.78156993314923
249,15.88927738452788
250,16.318335964266065
251,15.858515062892868
252,14.989111694418556
253,13.793713384205859
254,12.091100321903252
255,11.028451210895895
256,10.42888296990622
257,10.43009981968153
258,10.241661602157818
259,9.84056577102544
260,4.478811259392961
261,4.221407085057988
262,18.771306342451346
263,16.47719649364245
264,18.51331860526595
265,18.120016018825126
266,18.36014527465736
267,18.453146589484504
268,18.50210456923565
269,18.4253024015993
270,35.39128720287726
271,34.77944795421572
272,33.87690405127324
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0.0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0.0
299,0.0
300,1.0
301,13.536986370680884
302,12.004628736912737
303,9.503288904374106
304,7.863841300534999
305,6.411794687223781
306,5.660460787473985
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0.0
336,0.0
337,40.24922359499622
338,36.704904304465906
339,33.0016834587436
340,31.988279103446626
341,29.082640870457414
342,28.776919764128877
343,29.005277493052528
344,28.231741887457105
345,27.534938523740575
346,26.566332076521213
347,25.85720482423253
348,24.485398143020305
349,22.74661038536662
350,20.466498259849146
351,0
352,0
353,0
354,0
355,0
356,18.63640404036024
357,16.7075020574591
358,15.349785567069569
359,13.698021845110915
360,12.617206735929095
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0.0
379,0.0
380,6.324555320336759
381,6.041522986797286
382,4.85340659285368
383,3.8078865529319543
384,3.4234485537247377
385,3.3499585403736303
386,3.2981132516043417
387,2.8201285431696195
388,3.1817380140614118
389,3.2557641192199416
390,3.55592858465599
391,3.5833333333333335
392,3.6955114306044043
393,3.8597874531732277
394,4.071581729227325
395,5.501420271166347
396,5.823529411764706
397,5.837564602968189
398,5.633791990157753
399,5.300235843809217
400,4.956042602383881
401,4.737968668895777
402,4.412775746858261
403,3.3374973990834644
404,2.7343737857140162
405,2.3874053158213067
406,2.3406704161962906
407,2.251133501331346
408,2.121460471072003
409,3.018461712712472
410,3.257265951319829
411,3.2338843226837906
412,3.286726512231818
413,3.277927651517238
414,3.153359077141034
415,2.917195719213493
416,2.8119800063087586
417,2.8162813146440637
418,1.9758569076213832
419,1.5767847031221478
420,1.4198809344222325
421,1.312982445615451
422,1.1711328662338765
423,1.1365908863681808
424,1.11665284679121
425,1.855992185955782
426,2.0515096187218975
427,2.083020809892317
428,1.5903970464995112
429,1.3453624047073711
430,1.7344907855837386
431,1.4070038249107957
432,1.2810751091900343
433,1.617908182235755
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0.0
539,0.0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,5.830951894845301
